entryTime,entryPrice,exitTime,exitPrice,profit,profitPct,growth,riskPct,riskSeries,rmultiple,holdingPeriod,exitReason,stopPrice,stopPriceSeries,profitTarget
2017/03/23,53.85,2017/03/27,53.99,0.14000000000000057,0.2599814298978655,1.0025998142989787,5.000000000000004,,0.05199628597957305,1,exit-rule,51.1575,,
2017/04/20,54.68,2017/04/24,55.24,0.5600000000000023,1.0241404535479193,1.0102414045354793,5.000000000000003,,0.20482809070958372,1,exit-rule,51.946,,
2017/05/08,55.41,2017/05/11,55.47,0.060000000000002274,0.10828370330265705,1.0010828370330265,4.999999999999997,,0.021656740660531422,2,exit-rule,52.6395,,
2017/05/15,54.6,2017/06/14,54.63,0.030000000000001137,0.054945054945057026,1.0005494505494505,4.999999999999994,,0.010989010989011418,20,exit-rule,51.870000000000005,,
2017/06/16,54.52,2017/06/20,54.81,0.28999999999999915,0.5319148936170197,1.0053191489361701,4.999999999999998,,0.10638297872340398,1,exit-rule,51.794000000000004,,
2017/06/22,53.64,2017/06/29,54.21,0.5700000000000003,1.0626398210290833,1.0106263982102908,5.0000000000000036,,0.2125279642058165,4,exit-rule,50.958,,
2017/07/03,53.54,2017/07/05,54.18,0.6400000000000006,1.1953679491968632,1.0119536794919686,5,,0.23907358983937269,1,exit-rule,50.863,,
2017/07/07,53.46,2017/07/27,54.15,0.6899999999999977,1.290684624017953,1.0129068462401796,5.000000000000003,,0.25813692480359046,13,exit-rule,50.787,,
2017/07/31,53.45,2017/08/02,54.2,0.75,1.4031805425631432,1.0140318054256314,4.999999999999999,,0.28063610851262866,1,exit-rule,50.7775,,
2017/08/04,53.5,2017/08/08,54.2,0.7000000000000028,1.3084112149532763,1.0130841121495329,4.999999999999995,,0.26168224299065557,1,exit-rule,50.825,,
2017/08/14,53.67,2017/08/16,54,0.3299999999999983,0.6148686416992701,1.0061486864169926,5.0000000000000036,,0.12297372833985393,1,exit-rule,50.9865,,
2017/08/29,53.62,2017/09/01,54.08,0.46000000000000085,0.857888847444985,1.0085788884744498,4.999999999999996,,0.17157776948899714,2,exit-rule,50.939,,
2017/09/05,53.99,2017/09/12,54.44,0.44999999999999574,0.8334876829042336,1.0083348768290423,5.000000000000001,,0.1666975365808467,4,exit-rule,51.2905,,
2017/09/22,53.87,2017/10/12,53.89,0.020000000000003126,0.037126415444594635,1.000371264154446,5.000000000000001,,0.007425283088918925,13,exit-rule,51.1765,,
2017/12/07,55.96,2017/12/11,56.52,0.5600000000000023,1.0007147962830634,1.0100071479628305,5.000000000000003,,0.20014295925661255,1,exit-rule,53.162,,
